cve_entidad,desc_entidad,cve_municipio,desc_municipio,id_indicador,indicador,año,valor,unidad_medida
11,Guanajuato,0,Estatal,1002000010,Edad mediana,2005,23,Años
11,Guanajuato,0,Estatal,1002000010,Edad mediana,2010,24,Años
11,Guanajuato,0,Estatal,1002000010,Edad mediana,2015,25.256016,Años
11,Guanajuato,0,Estatal,1002000010,Edad mediana,2020,28,Años
11,Guanajuato,0,Estatal,1002000011,Edad mediana hombres,1995,19,Años
11,Guanajuato,0,Estatal,1002000011,Edad mediana hombres,2000,20,Años
11,Guanajuato,0,Estatal,1002000011,Edad mediana hombres,2005,21,Años
11,Guanajuato,0,Estatal,1002000011,Edad mediana hombres,2010,23,Años
11,Guanajuato,0,Estatal,1002000011,Edad mediana hombres,2020,27,Años
11,Guanajuato,0,Estatal,1002000012,Edad mediana mujeres,1995,20,Años
11,Guanajuato,0,Estatal,1002000012,Edad mediana mujeres,2000,21,Años
11,Guanajuato,0,Estatal,1002000012,Edad mediana mujeres,2005,23,Años
11,Guanajuato,0,Estatal,1002000012,Edad mediana mujeres,2010,25,Años
11,Guanajuato,0,Estatal,1002000012,Edad mediana mujeres,2020,29,Años
11,Guanajuato,0,Estatal,1002000014,Población en hogares censales,1995,ND,Personas
11,Guanajuato,0,Estatal,1002000014,Población en hogares censales,2000,4626162,Personas
11,Guanajuato,0,Estatal,1002000014,Población en hogares censales,2005,4822994,Personas
11,Guanajuato,0,Estatal,1002000014,Población en hogares censales,2010,5446540,Personas
11,Guanajuato,0,Estatal,1002000014,Población en hogares censales,2015,5853677,Personas
11,Guanajuato,0,Estatal,1002000014,Población en hogares censales,2020,6144406,Personas
11,Guanajuato,0,Estatal,1002000015,Población en hogares familiares,1995,ND,No especificada
11,Guanajuato,0,Estatal,1002000015,Población en hogares familiares,2000,4571003,No especificada
11,Guanajuato,0,Estatal,1002000015,Población en hogares familiares,2005,4750180,No especificada
11,Guanajuato,0,Estatal,1002000015,Población en hogares familiares,2010,5344693,No especificada
11,Guanajuato,0,Estatal,1002000015,Población en hogares familiares,2020,5949724,No especificada
11,Guanajuato,0,Estatal,1002000016,Población en hogares no familiares,1995,ND,No especificada
11,Guanajuato,0,Estatal,1002000016,Población en hogares no familiares,2000,52983,No especificada
11,Guanajuato,0,Estatal,1002000016,Población en hogares no familiares,2005,70694,No especificada
11,Guanajuato,0,Estatal,1002000016,Población en hogares no familiares,2010,98954,No especificada
11,Guanajuato,0,Estatal,1002000016,Población en hogares no familiares,2020,182849,No especificada
11,Guanajuato,0,Estatal,1002000018,Hogares censales,1995,ND,Hogares censales
11,Guanajuato,0,Estatal,1002000018,Hogares censales,2000,990119,Hogares censales
11,Guanajuato,0,Estatal,1002000018,Hogares censales,2005,1105564,Hogares censales
11,Guanajuato,0,Estatal,1002000018,Hogares censales,2010,1266772,Hogares censales
11,Guanajuato,0,Estatal,1002000018,Hogares censales,2015,1443035,Hogares censales
11,Guanajuato,0,Estatal,1002000018,Hogares censales,2020,1586531,Hogares censales
11,Guanajuato,0,Estatal,1002000019,Hogares con jefatura masculina,1995,ND,Hogares
11,Guanajuato,0,Estatal,1002000019,Hogares con jefatura masculina,2000,791437,Hogares
11,Guanajuato,0,Estatal,1002000019,Hogares con jefatura masculina,2005,851435,Hogares
11,Guanajuato,0,Estatal,1002000019,Hogares con jefatura masculina,2010,964206,Hogares
11,Guanajuato,0,Estatal,1002000019,Hogares con jefatura masculina,2015,1039266,Hogares
11,Guanajuato,0,Estatal,1002000019,Hogares con jefatura masculina,2020,1064107,Hogares
11,Guanajuato,0,Estatal,1002000020,Hogares con jefatura femenina,1995,ND,Hogares
11,Guanajuato,0,Estatal,1002000020,Hogares con jefatura femenina,2000,198682,Hogares
11,Guanajuato,0,Estatal,1002000020,Hogares con jefatura femenina,2005,254129,Hogares
11,Guanajuato,0,Estatal,1002000020,Hogares con jefatura femenina,2010,302566,Hogares
11,Guanajuato,0,Estatal,1002000020,Hogares con jefatura femenina,2015,403769,Hogares
11,Guanajuato,0,Estatal,1002000020,Hogares con jefatura femenina,2020,522424,Hogares
11,Guanajuato,0,Estatal,1002000021,Tamaño promedio de los hogares censales,1995,ND,Número de personas
11,Guanajuato,0,Estatal,1002000021,Tamaño promedio de los hogares censales,2000,4.67,Número de personas
11,Guanajuato,0,Estatal,1002000021,Tamaño promedio de los hogares censales,2005,4.36,Número de personas
11,Guanajuato,0,Estatal,1002000021,Tamaño promedio de los hogares censales,2010,4.3,Número de personas
11,Guanajuato,0,Estatal,1002000021,Tamaño promedio de los hogares censales,2015,4.1,Número de personas
11,Guanajuato,0,Estatal,1002000021,Tamaño promedio de los hogares censales,2020,3.872855935,Número de personas
11,Guanajuato,0,Estatal,1002000022,Tamaño promedio de los hogares con jefe hombre,1995,ND,No especificada
11,Guanajuato,0,Estatal,1002000022,Tamaño promedio de los hogares con jefe hombre,2000,4.85,No especificada
11,Guanajuato,0,Estatal,1002000022,Tamaño promedio de los hogares con jefe hombre,2005,4.56,No especificada
11,Guanajuato,0,Estatal,1002000022,Tamaño promedio de los hogares con jefe hombre,2010,4.47,No especificada
11,Guanajuato,0,Estatal,1002000022,Tamaño promedio de los hogares con jefe hombre,2020,3.993576774,No especificada
11,Guanajuato,0,Estatal,1002000023,Tamaño promedio de los hogares con jefe mujer,1995,ND,No especificada
11,Guanajuato,0,Estatal,1002000023,Tamaño promedio de los hogares con jefe mujer,2000,3.95,No especificada
11,Guanajuato,0,Estatal,1002000023,Tamaño promedio de los hogares con jefe mujer,2005,3.71,No especificada
11,Guanajuato,0,Estatal,1002000023,Tamaño promedio de los hogares con jefe mujer,2010,3.76,No especificada
11,Guanajuato,0,Estatal,1002000023,Tamaño promedio de los hogares con jefe mujer,2020,3.626963922,No especificada
11,Guanajuato,0,Estatal,1002000024,Relación hombres-mujeres,1910,96.2,Hombres por cada 100 mujeres
11,Guanajuato,0,Estatal,1002000024,Relación hombres-mujeres,1921,94.6,Hombres por cada 100 mujeres
11,Guanajuato,0,Estatal,1002000024,Relación hombres-mujeres,1930,95.9,Hombres por cada 100 mujeres
11,Guanajuato,0,Estatal,1002000024,Relación hombres-mujeres,1940,99.1,Hombres por cada 100 mujeres
11,Guanajuato,0,Estatal,1002000024,Relación hombres-mujeres,1950,98,Hombres por cada 100 mujeres
11,Guanajuato,0,Estatal,1002000024,Relación hombres-mujeres,1960,99.9,Hombres por cada 100 mujeres
11,Guanajuato,0,Estatal,1002000024,Relación hombres-mujeres,1970,100.7,Hombres por cada 100 mujeres
11,Guanajuato,0,Estatal,1002000024,Relación hombres-mujeres,1990,93.7,Hombres por cada 100 mujeres
11,Guanajuato,0,Estatal,1002000024,Relación hombres-mujeres,1995,94.34,Hombres por cada 100 mujeres
11,Guanajuato,0,Estatal,1002000024,Relación hombres-mujeres,2000,91.92,Hombres por cada 100 mujeres
11,Guanajuato,0,Estatal,1002000024,Relación hombres-mujeres,2005,90.82,Hombres por cada 100 mujeres
11,Guanajuato,0,Estatal,1002000024,Relación hombres-mujeres,2010,92.71,Hombres por cada 100 mujeres
11,Guanajuato,0,Estatal,1002000024,Relación hombres-mujeres,2015,93.362453,Hombres por cada 100 mujeres
11,Guanajuato,0,Estatal,1002000024,Relación hombres-mujeres,2020,94.51105195,Hombres por cada 100 mujeres
11,Guanajuato,0,Estatal,1002000041,Porcentaje de personas de 15 años y más alfabetas,2000,87.92359736,Porcentaje
11,Guanajuato,0,Estatal,1002000041,Porcentaje de personas de 15 años y más alfabetas,2010,91.29,Porcentaje
11,Guanajuato,0,Estatal,1002000041,Porcentaje de personas de 15 años y más alfabetas,2015,93.03802718,Porcentaje
11,Guanajuato,0,Estatal,1002000041,Porcentaje de personas de 15 años y más alfabetas,2020,94.53263005,Porcentaje
11,Guanajuato,0,Estatal,1002000050,Tasa de alfabetización de las personas de 15 a 24 años,2000,96.6,Tasa
11,Guanajuato,0,Estatal,1002000050,Tasa de alfabetización de las personas de 15 a 24 años,2010,98.6362,Tasa
11,Guanajuato,0,Estatal,1002000050,Tasa de alfabetización de las personas de 15 a 24 años,2020,98.93719931,Tasa
11,Guanajuato,0,Estatal,1002000055,Población de edad no especificada,1990,43512,Número de personas
11,Guanajuato,0,Estatal,1002000055,Población de edad no especificada,1995,7470,Número de personas
11,Guanajuato,0,Estatal,1002000055,Población de edad no especificada,2000,48489,Número de personas
11,Guanajuato,0,Estatal,1002000055,Población de edad no especificada,2005,59538,Número de personas
11,Guanajuato,0,Estatal,1002000055,Población de edad no especificada,2010,31153,Número de personas
11,Guanajuato,0,Estatal,1002000055,Población de edad no especificada,2020,12049,Número de personas
11,Guanajuato,0,Estatal,1002000056,Población de edad no especificada. Hombres,1990,20927,Número de personas
11,Guanajuato,0,Estatal,1002000056,Población de edad no especificada. Hombres,1995,3447,Número de personas
11,Guanajuato,0,Estatal,1002000056,Población de edad no especificada. Hombres,2000,24032,Número de personas
11,Guanajuato,0,Estatal,1002000056,Población de edad no especificada. Hombres,2005,29806,Número de personas
11,Guanajuato,0,Estatal,1002000056,Población de edad no especificada. Hombres,2010,15500,Número de personas
11,Guanajuato,0,Estatal,1002000056,Población de edad no especificada. Hombres,2020,6006,Número de personas
11,Guanajuato,0,Estatal,1002000057,Población de edad no especificada. Mujeres,1990,22585,Número de personas
11,Guanajuato,0,Estatal,1002000057,Población de edad no especificada. Mujeres,1995,4023,Número de personas
11,Guanajuato,0,Estatal,1002000057,Población de edad no especificada. Mujeres,2000,24457,Número de personas
11,Guanajuato,0,Estatal,1002000057,Población de edad no especificada. Mujeres,2005,29732,Número de personas
11,Guanajuato,0,Estatal,1002000057,Población de edad no especificada. Mujeres,2010,15653,Número de personas
11,Guanajuato,0,Estatal,1002000057,Población de edad no especificada. Mujeres,2020,6043,Número de personas
11,Guanajuato,0,Estatal,1002000058,Población de 0 a 4 años,1990,542798,Número de personas
11,Guanajuato,0,Estatal,1002000058,Población de 0 a 4 años,1995,561702,Número de personas
11,Guanajuato,0,Estatal,1002000058,Población de 0 a 4 años,2000,564593,Número de personas
11,Guanajuato,0,Estatal,1002000058,Población de 0 a 4 años,2005,527480,Número de personas
11,Guanajuato,0,Estatal,1002000058,Población de 0 a 4 años,2010,547466,Número de personas
11,Guanajuato,0,Estatal,1002000058,Población de 0 a 4 años,2020,538846,Número de personas
11,Guanajuato,0,Estatal,1002000059,Población de 0 a 4 años. Hombres,1990,274052,Número de personas
11,Guanajuato,0,Estatal,1002000059,Población de 0 a 4 años. Hombres,1995,284585,Número de personas
11,Guanajuato,0,Estatal,1002000059,Población de 0 a 4 años. Hombres,2000,286535,Número de personas
11,Guanajuato,0,Estatal,1002000059,Población de 0 a 4 años. Hombres,2005,267399,Número de personas
11,Guanajuato,0,Estatal,1002000059,Población de 0 a 4 años. Hombres,2010,277260,Número de personas
11,Guanajuato,0,Estatal,1002000059,Población de 0 a 4 años. Hombres,2020,272745,Número de personas
11,Guanajuato,0,Estatal,1002000060,Población de 0 a 4 años. Mujeres,1990,268746,Número de personas
11,Guanajuato,0,Estatal,1002000060,Población de 0 a 4 años. Mujeres,1995,277117,Número de personas
11,Guanajuato,0,Estatal,1002000060,Población de 0 a 4 años. Mujeres,2000,278058,Número de personas
11,Guanajuato,0,Estatal,1002000060,Población de 0 a 4 años. Mujeres,2005,260081,Número de personas
11,Guanajuato,0,Estatal,1002000060,Población de 0 a 4 años. Mujeres,2010,270206,Número de personas
11,Guanajuato,0,Estatal,1002000060,Población de 0 a 4 años. Mujeres,2020,266101,Número de personas
11,Guanajuato,0,Estatal,1002000061,Población de 10 a 14 años,1990,547837,Número de personas
11,Guanajuato,0,Estatal,1002000061,Población de 10 a 14 años,1995,557242,Número de personas
11,Guanajuato,0,Estatal,1002000061,Población de 10 a 14 años,2000,560147,Número de personas
11,Guanajuato,0,Estatal,1002000061,Población de 10 a 14 años,2005,569357,Número de personas
11,Guanajuato,0,Estatal,1002000061,Población de 10 a 14 años,2010,580600,Número de personas
11,Guanajuato,0,Estatal,1002000061,Población de 10 a 14 años,2020,549301,Número de personas
11,Guanajuato,0,Estatal,1002000062,Población de 10 a 14 años. Hombres,1990,274980,Número de personas
11,Guanajuato,0,Estatal,1002000062,Población de 10 a 14 años. Hombres,1995,280314,Número de personas
11,Guanajuato,0,Estatal,1002000062,Población de 10 a 14 años. Hombres,2000,282245,Número de personas
11,Guanajuato,0,Estatal,1002000062,Población de 10 a 14 años. Hombres,2005,286789,Número de personas
11,Guanajuato,0,Estatal,1002000062,Población de 10 a 14 años. Hombres,2010,293612,Número de personas
11,Guanajuato,0,Estatal,1002000062,Población de 10 a 14 años. Hombres,2020,278676,Número de personas
11,Guanajuato,0,Estatal,1002000063,Población de 10 a 14 años. Mujeres,1990,272857,Número de personas
11,Guanajuato,0,Estatal,1002000063,Población de 10 a 14 años. Mujeres,1995,276928,Número de personas
11,Guanajuato,0,Estatal,1002000063,Población de 10 a 14 años. Mujeres,2000,277902,Número de personas
11,Guanajuato,0,Estatal,1002000063,Población de 10 a 14 años. Mujeres,2005,282568,Número de personas
11,Guanajuato,0,Estatal,1002000063,Población de 10 a 14 años. Mujeres,2010,286988,Número de personas
11,Guanajuato,0,Estatal,1002000063,Población de 10 a 14 años. Mujeres,2020,270625,Número de personas
11,Guanajuato,0,Estatal,1002000064,Población de 100 años y más,1990,873,Número de personas
11,Guanajuato,0,Estatal,1002000064,Población de 100 años y más,1995,551,Número de personas
11,Guanajuato,0,Estatal,1002000064,Población de 100 años y más,2000,878,Número de personas
11,Guanajuato,0,Estatal,1002000064,Población de 100 años y más,2005,754,Número de personas
11,Guanajuato,0,Estatal,1002000064,Población de 100 años y más,2010,766,Número de personas
11,Guanajuato,0,Estatal,1002000064,Población de 100 años y más,2020,683,Número de personas
11,Guanajuato,0,Estatal,1002000065,Población de 100 años y más. Hombres,1990,280,Número de personas
11,Guanajuato,0,Estatal,1002000065,Población de 100 años y más. Hombres,1995,174,Número de personas
11,Guanajuato,0,Estatal,1002000065,Población de 100 años y más. Hombres,2000,341,Número de personas
11,Guanajuato,0,Estatal,1002000065,Población de 100 años y más. Hombres,2005,269,Número de personas
11,Guanajuato,0,Estatal,1002000065,Población de 100 años y más. Hombres,2010,276,Número de personas
11,Guanajuato,0,Estatal,1002000065,Población de 100 años y más. Hombres,2020,227,Número de personas
11,Guanajuato,0,Estatal,1002000066,Población de 100 años y más. Mujeres,1990,593,Número de personas
11,Guanajuato,0,Estatal,1002000066,Población de 100 años y más. Mujeres,1995,377,Número de personas
11,Guanajuato,0,Estatal,1002000066,Población de 100 años y más. Mujeres,2000,537,Número de personas
11,Guanajuato,0,Estatal,1002000066,Población de 100 años y más. Mujeres,2005,485,Número de personas
11,Guanajuato,0,Estatal,1002000066,Población de 100 años y más. Mujeres,2010,490,Número de personas
11,Guanajuato,0,Estatal,1002000066,Población de 100 años y más. Mujeres,2020,456,Número de personas
11,Guanajuato,0,Estatal,1002000067,Población de 15 a 19 años,1990,479117,Número de personas
11,Guanajuato,0,Estatal,1002000067,Población de 15 a 19 años,1995,513332,Número de personas
11,Guanajuato,0,Estatal,1002000067,Población de 15 a 19 años,2000,501053,Número de personas
11,Guanajuato,0,Estatal,1002000067,Población de 15 a 19 años,2005,504643,Número de personas
11,Guanajuato,0,Estatal,1002000067,Población de 15 a 19 años,2010,570965,Número de personas
11,Guanajuato,0,Estatal,1002000067,Población de 15 a 19 años,2020,552092,Número de personas
11,Guanajuato,0,Estatal,1002000068,Población de 15 a 19 años. Hombres,1990,229949,Número de personas
11,Guanajuato,0,Estatal,1002000068,Población de 15 a 19 años. Hombres,1995,248784,Número de personas
11,Guanajuato,0,Estatal,1002000068,Población de 15 a 19 años. Hombres,2000,238000,Número de personas
11,Guanajuato,0,Estatal,1002000068,Población de 15 a 19 años. Hombres,2005,241953,Número de personas
11,Guanajuato,0,Estatal,1002000068,Población de 15 a 19 años. Hombres,2010,281501,Número de personas
11,Guanajuato,0,Estatal,1002000068,Población de 15 a 19 años. Hombres,2020,277977,Número de personas
11,Guanajuato,0,Estatal,1002000069,Población de 15 a 19 años. Mujeres,1990,249168,Número de personas
11,Guanajuato,0,Estatal,1002000069,Población de 15 a 19 años. Mujeres,1995,264548,Número de personas
11,Guanajuato,0,Estatal,1002000069,Población de 15 a 19 años. Mujeres,2000,263053,Número de personas
11,Guanajuato,0,Estatal,1002000069,Población de 15 a 19 años. Mujeres,2005,262690,Número de personas
11,Guanajuato,0,Estatal,1002000069,Población de 15 a 19 años. Mujeres,2010,289464,Número de personas
11,Guanajuato,0,Estatal,1002000069,Población de 15 a 19 años. Mujeres,2020,274115,Número de personas
11,Guanajuato,0,Estatal,1002000070,Población de 20 a 24 años,1990,367907,Número de personas
11,Guanajuato,0,Estatal,1002000070,Población de 20 a 24 años,1995,443945,Número de personas
11,Guanajuato,0,Estatal,1002000070,Población de 20 a 24 años,2000,435713,Número de personas
11,Guanajuato,0,Estatal,1002000070,Población de 20 a 24 años,2005,425409,Número de personas
11,Guanajuato,0,Estatal,1002000070,Población de 20 a 24 años,2010,493167,Número de personas
11,Guanajuato,0,Estatal,1002000070,Población de 20 a 24 años,2020,540587,Número de personas
11,Guanajuato,0,Estatal,1002000071,Población de 20 a 24 años. Hombres,1990,166925,Número de personas
11,Guanajuato,0,Estatal,1002000071,Población de 20 a 24 años. Hombres,1995,204358,Número de personas
11,Guanajuato,0,Estatal,1002000071,Población de 20 a 24 años. Hombres,2000,195148,Número de personas
11,Guanajuato,0,Estatal,1002000071,Población de 20 a 24 años. Hombres,2005,188993,Número de personas
11,Guanajuato,0,Estatal,1002000071,Población de 20 a 24 años. Hombres,2010,230992,Número de personas
11,Guanajuato,0,Estatal,1002000071,Población de 20 a 24 años. Hombres,2020,267148,Número de personas
11,Guanajuato,0,Estatal,1002000072,Población de 20 a 24 años. Mujeres,1990,200982,Número de personas
11,Guanajuato,0,Estatal,1002000072,Población de 20 a 24 años. Mujeres,1995,239587,Número de personas
11,Guanajuato,0,Estatal,1002000072,Población de 20 a 24 años. Mujeres,2000,240565,Número de personas
11,Guanajuato,0,Estatal,1002000072,Población de 20 a 24 años. Mujeres,2005,236416,Número de personas
11,Guanajuato,0,Estatal,1002000072,Población de 20 a 24 años. Mujeres,2010,262175,Número de personas
11,Guanajuato,0,Estatal,1002000072,Población de 20 a 24 años. Mujeres,2020,273439,Número de personas
11,Guanajuato,0,Estatal,1002000073,Población de 25 a 29 años,1990,285440,Número de personas
11,Guanajuato,0,Estatal,1002000073,Población de 25 a 29 años,1995,345170,Número de personas
11,Guanajuato,0,Estatal,1002000073,Población de 25 a 29 años,2000,371568,Número de personas
11,Guanajuato,0,Estatal,1002000073,Población de 25 a 29 años,2005,377109,Número de personas
11,Guanajuato,0,Estatal,1002000073,Población de 25 a 29 años,2010,425291,Número de personas
11,Guanajuato,0,Estatal,1002000073,Población de 25 a 29 años,2020,501868,Número de personas
11,Guanajuato,0,Estatal,1002000074,Población de 25 a 29 años. Hombres,1990,130966,Número de personas
11,Guanajuato,0,Estatal,1002000074,Población de 25 a 29 años. Hombres,1995,159824,Número de personas
11,Guanajuato,0,Estatal,1002000074,Población de 25 a 29 años. Hombres,2000,167169,Número de personas
11,Guanajuato,0,Estatal,1002000074,Población de 25 a 29 años. Hombres,2005,167451,Número de personas
11,Guanajuato,0,Estatal,1002000074,Población de 25 a 29 años. Hombres,2010,196248,Número de personas
11,Guanajuato,0,Estatal,1002000074,Población de 25 a 29 años. Hombres,2020,242026,Número de personas
11,Guanajuato,0,Estatal,1002000075,Población de 25 a 29 años. Mujeres,1990,154474,Número de personas
11,Guanajuato,0,Estatal,1002000075,Población de 25 a 29 años. Mujeres,1995,185346,Número de personas
11,Guanajuato,0,Estatal,1002000075,Población de 25 a 29 años. Mujeres,2000,204399,Número de personas
11,Guanajuato,0,Estatal,1002000075,Población de 25 a 29 años. Mujeres,2005,209658,Número de personas
11,Guanajuato,0,Estatal,1002000075,Población de 25 a 29 años. Mujeres,2010,229043,Número de personas
11,Guanajuato,0,Estatal,1002000075,Población de 25 a 29 años. Mujeres,2020,259842,Número de personas
11,Guanajuato,0,Estatal,1002000076,Población de 30 a 34 años,1990,238296,Número de personas
11,Guanajuato,0,Estatal,1002000076,Población de 30 a 34 años,1995,292316,Número de personas
11,Guanajuato,0,Estatal,1002000076,Población de 30 a 34 años,2000,322249,Número de personas
11,Guanajuato,0,Estatal,1002000076,Población de 30 a 34 años,2005,361384,Número de personas
11,Guanajuato,0,Estatal,1002000076,Población de 30 a 34 años,2010,407712,Número de personas
11,Guanajuato,0,Estatal,1002000076,Población de 30 a 34 años,2020,462332,Número de personas
11,Guanajuato,0,Estatal,1002000077,Población de 30 a 34 años. Hombres,1990,111057,Número de personas
11,Guanajuato,0,Estatal,1002000077,Población de 30 a 34 años. Hombres,1995,136510,Número de personas
11,Guanajuato,0,Estatal,1002000077,Población de 30 a 34 años. Hombres,2000,147304,Número de personas
11,Guanajuato,0,Estatal,1002000077,Población de 30 a 34 años. Hombres,2005,163437,Número de personas
11,Guanajuato,0,Estatal,1002000077,Población de 30 a 34 años. Hombres,2010,187888,Número de personas
11,Guanajuato,0,Estatal,1002000077,Población de 30 a 34 años. Hombres,2020,218363,Número de personas
11,Guanajuato,0,Estatal,1002000078,Población de 30 a 34 años. Mujeres,1990,127239,Número de personas
11,Guanajuato,0,Estatal,1002000078,Población de 30 a 34 años. Mujeres,1995,155806,Número de personas
11,Guanajuato,0,Estatal,1002000078,Población de 30 a 34 años. Mujeres,2000,174945,Número de personas
11,Guanajuato,0,Estatal,1002000078,Población de 30 a 34 años. Mujeres,2005,197947,Número de personas
11,Guanajuato,0,Estatal,1002000078,Población de 30 a 34 años. Mujeres,2010,219824,Número de personas
